# Spatial-averaged data for fix zcnt_hi and group z_hi
# Timestep Number-of-bins
# Bin Coord Ncount v_temp
20810000 20
24440000 20
  1 0.025 967.17 322.003
  2 0.075 976.83 321.36
  3 0.125 978.89 318.626
  4 0.175 977.11 322.849
  5 0.225 979.01 321.492
  6 0.275 976.99 323.631
  7 0.325 980.17 317.795
  8 0.375 975.83 318.683
  9 0.425 980.89 318.603
  10 0.475 975.11 318.045
  11 0.525 981.19 323.188
  12 0.575 974.81 321.147
  13 0.625 981.44 326.578
  14 0.675 974.56 315.097
  15 0.725 979.97 318.213
  16 0.775 976.03 312.835
  17 0.825 978.85 320.001
  18 0.875 977.15 316.637
  19 0.925 977.67 321.364
  20 0.975 966.33 319.035
24450000 20
  1 0.025 966.37 320.505
  2 0.075 977.63 318.584
  3 0.125 978.49 327.546
  4 0.175 977.51 323.53
  5 0.225 976.53 319.492
  6 0.275 979.47 319.462
  7 0.325 975.08 317.386
  8 0.375 980.92 315.741
  9 0.425 975.5 322.788
  10 0.475 980.5 323.564
  11 0.525 975.86 317.143
  12 0.575 980.14 317.944
  13 0.625 976.9 318.695
  14 0.675 979.1 318.949
  15 0.725 977.56 315.722
  16 0.775 978.44 316.487
  17 0.825 977.51 321.551
  18 0.875 978.49 318.313
  19 0.925 976.82 323.694
  20 0.975 967.18 323.996
24460000 20
  1 0.025 967.52 324.34
  2 0.075 976.48 317.664
  3 0.125 979.09 324.374
  4 0.175 976.91 322.295
  5 0.225 979.4 315.115
  6 0.275 976.6 321.485
  7 0.325 979.72 320.202
  8 0.375 976.28 320.754
  9 0.425 980.63 324.135
  10 0.475 975.37 318.289
  11 0.525 981.2 313.979
  12 0.575 974.8 319.482
  13 0.625 981.73 315.218
  14 0.675 974.27 321.458
  15 0.725 979.75 322.114
  16 0.775 976.25 318.068
  17 0.825 977.77 317.493
  18 0.875 978.23 320.278
  19 0.925 977.82 321.777
  20 0.975 966.18 324.985
24470000 20
  1 0.025 965.93 322.973
  2 0.075 978.07 319.633
  3 0.125 978.24 316.531
  4 0.175 977.76 317.611
  5 0.225 977.22 316.103
  6 0.275 978.78 322.567
  7 0.325 974.76 320.664
  8 0.375 981.24 325.899
  9 0.425 975.19 321.305
  10 0.475 980.81 318.663
  11 0.525 975.6 318.565
  12 0.575 980.4 316.84
  13 0.625 976.45 320.493
  14 0.675 979.55 320.879
  15 0.725 976.55 315.432
  16 0.775 979.45 317.081
  17 0.825 976.64 322.036
  18 0.875 979.36 316.074
  19 0.925 976.63 323.244
  20 0.975 967.37 323.383
24480000 20
  1 0.025 967.35 324.075
  2 0.075 976.65 316.953
  3 0.125 978.6 318.503
  4 0.175 977.4 320.029
  5 0.225 978.73 317.215
  6 0.275 977.27 325.295
  7 0.325 978.86 314.696
  8 0.375 977.14 317.711
  9 0.425 980.02 317.937
  10 0.475 975.98 328.871
  11 0.525 980.38 318.316
  12 0.575 975.62 316.356
  13 0.625 980.31 320.738
  14 0.675 975.69 316.917
  15 0.725 978.61 312.923
  16 0.775 977.39 321.95
  17 0.825 977.76 325.62
  18 0.875 978.24 320.464
  19 0.925 978.02 322.063
  20 0.975 965.98 323.925
24490000 20
  1 0.025 966.34 319.55
  2 0.075 977.66 320.129
  3 0.125 978.04 318.211
  4 0.175 977.96 320.456
  5 0.225 977.15 322.789
  6 0.275 978.85 321.965
  7 0.325 975.2 320.143
  8 0.375 980.8 314.189
  9 0.425 976.19 317.648
  10 0.475 979.81 317.66
  11 0.525 976.86 318.137
  12 0.575 979.14 316.825
  13 0.625 977.48 317.217
  14 0.675 978.52 319.346
  15 0.725 976.98 321.898
  16 0.775 979.02 321.139
  17 0.825 977.43 319.693
  18 0.875 978.57 324.859
  19 0.925 977.01 322.514
  20 0.975 966.99 325.409
24500000 20
  1 0.025 966.42 325.989
  2 0.075 977.58 321.645
  3 0.125 977.69 315.872
  4 0.175 978.31 317.728
  5 0.225 977.69 326.507
  6 0.275 978.31 316.097
  7 0.325 977.55 318.949
  8 0.375 978.45 317.738
  9 0.425 977.45 324.88
  10 0.475 978.55 312.733
  11 0.525 978.32 311.487
  12 0.575 977.68 318.753
  13 0.625 978.97 318.048
  14 0.675 977.03 316.691
  15 0.725 976.94 328.969
  16 0.775 979.06 318.91
  17 0.825 977.54 323.559
  18 0.875 978.46 320.36
  19 0.925 977.75 322.986
  20 0.975 966.25 324.187
24510000 20
  1 0.025 966.31 321.645
  2 0.075 977.69 323.536
  3 0.125 978.72 317.958
  4 0.175 977.28 320.897
  5 0.225 978.46 322.98
  6 0.275 977.54 317.105
  7 0.325 977.02 317.061
  8 0.375 978.98 317.527
  9 0.425 977.8 317.353
  10 0.475 978.2 320.677
  11 0.525 978.9 316.268
  12 0.575 977.1 316.589
  13 0.625 978.37 316.374
  14 0.675 977.63 321.591
  15 0.725 977.9 325.956
  16 0.775 978.1 327.152
  17 0.825 978 319.195
  18 0.875 978 321.388
  19 0.925 976.59 323.394
  20 0.975 967.41 324.712
24520000 20
  1 0.025 966.33 323.037
  2 0.075 977.67 325.096
  3 0.125 977.69 317.042
  4 0.175 978.31 316.557
  5 0.225 978.26 322.581
  6 0.275 977.74 320.928
  7 0.325 977.4 318.332
  8 0.375 978.6 316.862
  9 0.425 977.23 315.688
  10 0.475 978.77 320.418
  11 0.525 978.37 316.311
  12 0.575 977.63 321.915
  13 0.625 978.86 320.911
  14 0.675 977.14 318.781
  15 0.725 977.2 319.999
  16 0.775 978.8 324.327
  17 0.825 977.79 325.983
  18 0.875 978.21 328.629
  19 0.925 977.65 316.358
  20 0.975 966.35 315.797
24530000 20
  1 0.025 966.49 327.818
  2 0.075 977.51 321.157
  3 0.125 978.5 319.535
  4 0.175 977.5 316.59
  5 0.225 979.15 317.974
  6 0.275 976.85 312.958
  7 0.325 978.02 318.527
  8 0.375 977.98 322.608
  9 0.425 978.89 320.522
  10 0.475 977.11 321.158
  11 0.525 980.65 321.031
  12 0.575 975.35 321.319
  13 0.625 979.96 320.501
  14 0.675 976.04 319.209
  15 0.725 978.38 318.036
  16 0.775 977.62 324.831
  17 0.825 978.25 321.374
  18 0.875 977.75 323.669
  19 0.925 977.43 319.658
  20 0.975 966.57 316.175
24540000 20
  1 0.025 966.44 325.654
  2 0.075 977.56 319.805
  3 0.125 978.67 319.583
  4 0.175 977.33 317.508
  5 0.225 978.55 318.276
  6 0.275 977.45 321.206
  7 0.325 975.77 319.025
  8 0.375 980.23 315.259
  9 0.425 976.41 318.275
  10 0.475 979.59 319.702
  11 0.525 977.62 325.242
  12 0.575 978.38 321.835
  13 0.625 977.81 315.139
  14 0.675 978.19 316.658
  15 0.725 977.05 323.721
  16 0.775 978.95 320.042
  17 0.825 978.54 323.873
  18 0.875 977.46 326.231
  19 0.925 978.42 320.846
  20 0.975 965.58 320.537
24550000 20
  1 0.025 965.71 318.892
  2 0.075 978.29 324.15
  3 0.125 977.19 323.107
  4 0.175 978.81 320.778
  5 0.225 979.31 316.439
  6 0.275 976.69 317.435
  7 0.325 978.33 315.761
  8 0.375 977.67 322.037
  9 0.425 978.4 318.679
  10 0.475 977.6 317.989
  11 0.525 979.8 323.38
  12 0.575 976.2 319.781
  13 0.625 980.18 316.174
  14 0.675 975.82 321.591
  15 0.725 977.78 318.476
  16 0.775 978.22 318.913
  17 0.825 977.65 324.219
  18 0.875 978.35 324.297
  19 0.925 977.4 326.443
  20 0.975 966.6 322.712
24560000 20
  1 0.025 966.79 320.161
  2 0.075 977.21 325.057
  3 0.125 978.59 321.475
  4 0.175 977.41 322.494
  5 0.225 978.16 320.587
  6 0.275 977.84 319.163
  7 0.325 976.49 316.359
  8 0.375 979.51 318.905
  9 0.425 976.82 317.472
  10 0.475 979.18 321.353
  11 0.525 977.73 318.376
  12 0.575 978.27 312.879
  13 0.625 978.18 318.995
  14 0.675 977.82 322.565
  15 0.725 976.48 323.875
  16 0.775 979.52 322.728
  17 0.825 978.2 320.363
  18 0.875 977.8 322.958
  19 0.925 978.07 319.564
  20 0.975 965.93 325.253
24570000 20
  1 0.025 966.22 322.719
  2 0.075 977.78 324.083
  3 0.125 978.32 324.345
  4 0.175 977.68 321.258
  5 0.225 980.03 318.024
  6 0.275 975.97 321.79
  7 0.325 979.1 317.595
  8 0.375 976.9 316.107
  9 0.425 979.93 317.325
  10 0.475 976.07 318.032
  11 0.525 980.5 324.352
  12 0.575 975.5 323.379
  13 0.625 981.51 317.277
  14 0.675 974.49 322.227
  15 0.725 979.39 317.07
  16 0.775 976.61 317.857
  17 0.825 978.31 317.065
  18 0.875 977.69 319.728
  19 0.925 977.94 322.356
  20 0.975 966.06 325.712
24580000 20
  1 0.025 967.28 315.887
  2 0.075 976.72 323.63
  3 0.125 978.75 319.057
  4 0.175 977.25 320.113
  5 0.225 979.32 319.236
  6 0.275 976.68 325.446
  7 0.325 977.13 317.731
  8 0.375 978.87 316.846
  9 0.425 977.65 317.339
  10 0.475 978.35 317.198
  11 0.525 978.95 325.951
  12 0.575 977.05 329.547
  13 0.625 978.54 326.81
  14 0.675 977.46 318.679
  15 0.725 977.21 317.451
  16 0.775 978.79 321.691
  17 0.825 978.99 319.905
  18 0.875 977.01 316.383
  19 0.925 978.14 319.143
  20 0.975 965.86 322.372
24590000 20
  1 0.025 966.48 318.633
  2 0.075 977.52 322.179
  3 0.125 977.98 323.281
  4 0.175 978.02 319.203
  5 0.225 980.31 315.266
  6 0.275 975.69 324.568
  7 0.325 979.24 317.414
  8 0.375 976.76 321.711
  9 0.425 979.96 318.256
  10 0.475 976.04 315.315
  11 0.525 980.33 316.46
  12 0.575 975.67 319.159
  13 0.625 980.83 324.352
  14 0.675 975.17 329.111
  15 0.725 979.36 325.661
  16 0.775 976.64 323.98
  17 0.825 977.95 323.702
  18 0.875 978.05 310.932
  19 0.925 976.75 317.375
  20 0.975 967.25 321.026
24600000 20
  1 0.025 967.29 324.494
  2 0.075 976.71 325.965
  3 0.125 978.59 322.894
  4 0.175 977.41 318.944
  5 0.225 978.29 312.176
  6 0.275 977.71 318.69
  7 0.325 977.53 315.465
  8 0.375 978.47 316.382
  9 0.425 977.37 321.399
  10 0.475 978.63 317.042
  11 0.525 977.32 322.688
  12 0.575 978.68 326.617
  13 0.625 977.64 321.824
  14 0.675 978.36 327.623
  15 0.725 976.26 326.619
  16 0.775 979.74 320.383
  17 0.825 978.36 317.825
  18 0.875 977.64 315.318
  19 0.925 977.35 319.053
  20 0.975 966.65 319.402
24610000 20
  1 0.025 965.83 328.035
  2 0.075 978.17 321.546
  3 0.125 977.77 317.754
  4 0.175 978.23 321.159
  5 0.225 979.95 315.806
  6 0.275 976.05 312.588
  7 0.325 979.2 318.11
  8 0.375 976.8 327.279
  9 0.425 980.26 322.183
  10 0.475 975.74 318.785
  11 0.525 981.16 319.082
  12 0.575 974.84 325.893
  13 0.625 980.96 322.975
  14 0.675 975.04 319.802
  15 0.725 979.71 316.7
  16 0.775 976.29 321.235
  17 0.825 978.44 320.393
  18 0.875 977.56 320.173
  19 0.925 976.73 317.917
  20 0.975 967.27 317.927
24620000 20
  1 0.025 967.25 318.017
  2 0.075 976.75 318.484
  3 0.125 978.4 323.65
  4 0.175 977.6 319.337
  5 0.225 976.95 316.699
  6 0.275 979.05 321.539
  7 0.325 976.89 313.804
  8 0.375 979.11 320.516
  9 0.425 976.25 325.789
  10 0.475 979.75 325.437
  11 0.525 976.44 321.259
  12 0.575 979.56 321.188
  13 0.625 977.44 320.785
  14 0.675 978.56 319.087
  15 0.725 976.43 326.365
  16 0.775 979.57 321.514
  17 0.825 978.45 312.704
  18 0.875 977.55 322.178
  19 0.925 978.3 321.149
  20 0.975 965.7 319.316
24630000 20
  1 0.025 966.1 320.01
  2 0.075 977.9 319.165
  3 0.125 977.87 324.445
  4 0.175 978.13 315.242
  5 0.225 979.95 314.488
  6 0.275 976.05 323.401
  7 0.325 978.95 315.206
  8 0.375 977.05 319.802
  9 0.425 979.48 324.718
  10 0.475 976.52 330.729
  11 0.525 979.45 321.594
  12 0.575 976.55 322.263
  13 0.625 979.51 323.924
  14 0.675 976.49 318.814
  15 0.725 978.82 317.387
  16 0.775 977.18 316.337
  17 0.825 977.6 314.778
  18 0.875 978.4 323.99
  19 0.925 977.06 320.382
  20 0.975 966.94 322.596
24640000 20
  1 0.025 966.64 320.426
  2 0.075 977.36 323.115
  3 0.125 977.89 321.731
  4 0.175 978.11 315.745
  5 0.225 978.12 314.596
  6 0.275 977.88 321.257
  7 0.325 977.24 316.029
  8 0.375 978.76 322.433
  9 0.425 976.81 328.788
  10 0.475 979.19 327.696
  11 0.525 977.4 321.836
  12 0.575 978.6 322.087
  13 0.625 977.82 320.908
  14 0.675 978.18 318.898
  15 0.725 977.14 315.569
  16 0.775 978.86 317.766
  17 0.825 979.16 320.35
  18 0.875 976.84 322.116
  19 0.925 978.51 317.939
  20 0.975 965.49 318.905
24650000 20
  1 0.025 966.16 315.344
  2 0.075 977.84 322.004
  3 0.125 977.36 321.936
  4 0.175 978.64 321.453
  5 0.225 979.5 317.803
  6 0.275 976.5 320.832
  7 0.325 978.74 319.637
  8 0.375 977.26 322.667
  9 0.425 979.21 322.785
  10 0.475 976.79 324.624
  11 0.525 979.69 320.251
  12 0.575 976.31 321.561
  13 0.625 979.1 321.61
  14 0.675 976.9 317.304
  15 0.725 978 319.01
  16 0.775 978 318.274
  17 0.825 977.22 321.265
  18 0.875 978.78 318.352
  19 0.925 977.34 321.349
  20 0.975 966.66 320.729
24660000 20
  1 0.025 966.51 321.665
  2 0.075 977.49 318.197
  3 0.125 977.84 322.96
  4 0.175 978.16 316.65
  5 0.225 976.86 319.293
  6 0.275 979.14 322.286
  7 0.325 976.36 320.324
  8 0.375 979.64 317.977
  9 0.425 976.83 318.223
  10 0.475 979.17 320.658
  11 0.525 977.28 326.617
  12 0.575 978.72 322.887
  13 0.625 977.49 318.938
  14 0.675 978.51 323.174
  15 0.725 976.6 319.064
  16 0.775 979.4 319.411
  17 0.825 978.18 318.309
  18 0.875 977.82 320.799
  19 0.925 977.86 323.759
  20 0.975 966.14 319.108
24670000 20
  1 0.025 965.65 316.968
  2 0.075 978.35 320.554
  3 0.125 976.43 321.701
  4 0.175 979.57 322.297
  5 0.225 978.05 317.834
  6 0.275 977.95 318.287
  7 0.325 977.66 316.615
  8 0.375 978.34 314.855
  9 0.425 977.58 318.994
  10 0.475 978.42 323.598
  11 0.525 978.82 326.613
  12 0.575 977.18 323.115
  13 0.625 978.51 325.211
  14 0.675 977.49 316.443
  15 0.725 977.54 326.262
  16 0.775 978.46 324.477
  17 0.825 977.02 318.942
  18 0.875 978.98 320.07
  19 0.925 977.11 316.348
  20 0.975 966.89 320.785
24680000 20
  1 0.025 967.28 317.576
  2 0.075 976.72 321.25
  3 0.125 978.89 319.32
  4 0.175 977.11 320.562
  5 0.225 978.25 321.943
  6 0.275 977.75 322.647
  7 0.325 977.57 319.364
  8 0.375 978.43 314.243
  9 0.425 977.28 317.89
  10 0.475 978.72 320.59
  11 0.525 978.16 323.113
  12 0.575 977.84 325.278
  13 0.625 978.1 324.096
  14 0.675 977.9 322.971
  15 0.725 977.12 319.319
  16 0.775 978.88 315.382
  17 0.825 978.17 319.547
  18 0.875 977.83 321.991
  19 0.925 977.68 323.759
  20 0.975 966.32 317.159
24690000 20
  1 0.025 966.45 321.32
  2 0.075 977.55 319.7
  3 0.125 978.65 320.634
  4 0.175 977.35 318.451
  5 0.225 979.57 318.377
  6 0.275 976.43 319.756
  7 0.325 979.11 323.672
  8 0.375 976.89 316.684
  9 0.425 979.9 316.077
  10 0.475 976.1 320.074
  11 0.525 980.92 318.89
  12 0.575 975.08 331.218
  13 0.625 980.39 325.563
  14 0.675 975.61 318.37
  15 0.725 978.97 315.826
  16 0.775 977.03 315.894
  17 0.825 977.64 321.849
  18 0.875 978.36 325.396
  19 0.925 976.95 325.144
  20 0.975 967.05 319.272
24700000 20
  1 0.025 966.76 320.897
  2 0.075 977.24 322.928
  3 0.125 978.56 322.089
  4 0.175 977.44 321.175
  5 0.225 977.57 325.599
  6 0.275 978.43 317.22
  7 0.325 977.02 314.054
  8 0.375 978.98 315.846
  9 0.425 976.69 317.147
  10 0.475 979.31 315.914
  11 0.525 977.89 319.709
  12 0.575 978.11 323.644
  13 0.625 978.22 324.089
  14 0.675 977.78 321.827
  15 0.725 977.22 321.049
  16 0.775 978.78 319.102
  17 0.825 978.29 323.506
  18 0.875 977.71 322.104
  19 0.925 977.81 322.499
  20 0.975 966.19 321.148
24710000 20
  1 0.025 966.46 322.174
  2 0.075 977.54 321.751
  3 0.125 978.13 321.05
  4 0.175 977.87 321.523
  5 0.225 979.98 325.444
  6 0.275 976.02 314.918
  7 0.325 979.29 315.759
  8 0.375 976.71 314.545
  9 0.425 979.97 319.197
  10 0.475 976.03 315.441
  11 0.525 980.93 318.95
  12 0.575 975.07 324.499
  13 0.625 980.16 321.952
  14 0.675 975.84 320.449
  15 0.725 978.08 326.576
  16 0.775 977.92 323.634
  17 0.825 977.37 324.072
  18 0.875 978.63 323.84
  19 0.925 977.09 322.496
  20 0.975 966.91 316.426
24720000 20
  1 0.025 967.31 320.164
  2 0.075 976.69 324.813
  3 0.125 978.06 323.478
  4 0.175 977.94 321.859
  5 0.225 977.56 319.643
  6 0.275 978.44 314.861
  7 0.325 976.49 316.448
  8 0.375 979.51 320.155
  9 0.425 975.62 323.912
  10 0.475 980.38 319.282
  11 0.525 976.81 318.423
  12 0.575 979.19 323.617
  13 0.625 976.87 323.764
  14 0.675 979.13 312.674
  15 0.725 976.17 323.118
  16 0.775 979.83 320.018
  17 0.825 977.96 320.228
  18 0.875 978.04 323.674
  19 0.925 977.93 325.608
  20 0.975 966.07 317.744
24730000 20
  1 0.025 966.27 319.217
  2 0.075 977.73 324.67
  3 0.125 978.69 320.221
  4 0.175 977.31 320.107
  5 0.225 978.99 316.61
  6 0.275 977.01 316.551
  7 0.325 978.76 322.978
  8 0.375 977.24 321.896
  9 0.425 978.81 321.046
  10 0.475 977.19 320.668
  11 0.525 979.63 316.82
  12 0.575 976.37 321.069
  13 0.625 979.49 318.731
  14 0.675 976.51 322.346
  15 0.725 977.82 324.514
  16 0.775 978.18 325.112
  17 0.825 977.83 319.95
  18 0.875 978.17 320.819
  19 0.925 977.71 321.794
  20 0.975 966.29 319.366
24740000 20
  1 0.025 966.84 321.726
  2 0.075 977.16 318.973
  3 0.125 977.99 322.847
  4 0.175 978.01 322.4
  5 0.225 978.71 322.422
  6 0.275 977.29 313.503
  7 0.325 978.06 313.313
  8 0.375 977.94 318.001
  9 0.425 977.72 322.046
  10 0.475 978.28 319.141
  11 0.525 978.01 320.405
  12 0.575 977.99 320.763
  13 0.625 978.51 317.744
  14 0.675 977.49 318.891
  15 0.725 978.1 321.853
  16 0.775 977.9 321.773
  17 0.825 978.21 321.577
  18 0.875 977.79 321.086
  19 0.925 977.86 321.142
  20 0.975 966.14 327.36
24750000 20
  1 0.025 966.42 319.198
  2 0.075 977.58 321.281
  3 0.125 978.69 321.8
  4 0.175 977.31 318.76
  5 0.225 978.65 323.663
  6 0.275 977.35 314.102
  7 0.325 978.59 312.775
  8 0.375 977.41 317.756
  9 0.425 979.15 326.238
  10 0.475 976.85 324.496
  11 0.525 980.87 322.701
  12 0.575 975.13 318.21
  13 0.625 979.98 318.611
  14 0.675 976.02 319.714
  15 0.725 978.86 316.028
  16 0.775 977.14 328.886
  17 0.825 978.24 322.896
  18 0.875 977.76 319.325
  19 0.925 977.56 322.186
  20 0.975 966.44 324.08
24760000 20
  1 0.025 966.4 325.183
  2 0.075 977.6 322.395
  3 0.125 978.45 316.926
  4 0.175 977.55 312.906
  5 0.225 979.7 312.877
  6 0.275 976.3 315.96
  7 0.325 978.31 319.678
  8 0.375 977.69 321.283
  9 0.425 977.05 319.016
  10 0.475 978.95 323.324
  11 0.525 977.56 321.519
  12 0.575 978.44 322.662
  13 0.625 978.32 321.306
  14 0.675 977.68 321.423
  15 0.725 977.84 323.935
  16 0.775 978.16 324.642
  17 0.825 978.12 326.702
  18 0.875 977.88 321.191
  19 0.925 977.75 319.988
  20 0.975 966.25 320.7
24770000 20
  1 0.025 966.59 323.71
  2 0.075 977.41 326.718
  3 0.125 979.06 315.763
  4 0.175 976.94 318.546
  5 0.225 979.82 314.353
  6 0.275 976.18 317.93
  7 0.325 979.37 316.714
  8 0.375 976.63 322.377
  9 0.425 979.9 314.467
  10 0.475 976.1 318.694
  11 0.525 980.65 319.569
  12 0.575 975.35 325.257
  13 0.625 979.49 318.968
  14 0.675 976.51 320.557
  15 0.725 977.94 320.365
  16 0.775 978.06 325.973
  17 0.825 977.79 322.354
  18 0.875 978.21 324.166
  19 0.925 977.46 323.29
  20 0.975 966.54 321.004
24780000 20
  1 0.025 966.84 319.111
  2 0.075 977.16 322.318
  3 0.125 978.29 320.315
  4 0.175 977.71 321.229
  5 0.225 978.87 315.527
  6 0.275 977.13 313.472
  7 0.325 977.78 314.811
  8 0.375 978.22 314.196
  9 0.425 976.67 314.578
  10 0.475 979.33 320.884
  11 0.525 977.87 324.523
  12 0.575 978.13 317.366
  13 0.625 978.37 321.473
  14 0.675 977.63 327.546
  15 0.725 977.57 324.475
  16 0.775 978.43 330.803
  17 0.825 977.96 325.199
  18 0.875 978.04 319.739
  19 0.925 977.49 323.876
  20 0.975 966.51 319.326
24790000 20
  1 0.025 966.22 314.862
  2 0.075 977.78 324.741
  3 0.125 978.39 324.873
  4 0.175 977.61 320.921
  5 0.225 978.61 320.816
  6 0.275 977.39 310.365
  7 0.325 978.1 310.644
  8 0.375 977.9 315.751
  9 0.425 978.71 320.015
  10 0.475 977.29 321.648
  11 0.525 979.47 319.374
  12 0.575 976.53 321.109
  13 0.625 978.69 320.968
  14 0.675 977.31 323.02
  15 0.725 977.38 324.215
  16 0.775 978.62 324.028
  17 0.825 977.67 329.682
  18 0.875 978.33 324.779
  19 0.925 977.28 317.935
  20 0.975 966.72 321.691
24800000 20
  1 0.025 966.64 322.512
  2 0.075 977.36 327.13
  3 0.125 978.62 313.975
  4 0.175 977.38 317.157
  5 0.225 978.11 315.035
  6 0.275 977.89 314.449
  7 0.325 977.38 315.617
  8 0.375 978.62 319.991
  9 0.425 976.74 319.402
  10 0.475 979.26 319.099
  11 0.525 978.25 311.189
  12 0.575 977.75 319.15
  13 0.625 978.53 320.66
  14 0.675 977.47 331.911
  15 0.725 978.32 325.84
  16 0.775 977.68 325.842
  17 0.825 977.65 322.986
  18 0.875 978.35 324.656
  19 0.925 977.61 322.974
  20 0.975 966.39 323.571
24810000 20
  1 0.025 966.26 323.184
  2 0.075 977.74 324.798
  3 0.125 977.89 314.804
  4 0.175 978.11 314.225
  5 0.225 978.64 317.816
  6 0.275 977.36 317.162
  7 0.325 978.23 314.763
  8 0.375 977.77 315.252
  9 0.425 979.26 312.498
  10 0.475 976.74 312.033
  11 0.525 980.87 316.815
  12 0.575 975.13 319.121
  13 0.625 980.16 324.244
  14 0.675 975.84 329.456
  15 0.725 978.4 326.517
  16 0.775 977.6 322.618
  17 0.825 977.32 326.803
  18 0.875 978.68 329.035
  19 0.925 977.3 324.166
  20 0.975 966.7 324.574
24820000 20
  1 0.025 966.77 320.185
  2 0.075 977.23 316.389
  3 0.125 978.73 318.289
  4 0.175 977.27 319.392
  5 0.225 977.98 320.538
  6 0.275 978.02 317.949
  7 0.325 977.07 317.955
  8 0.375 978.93 313.881
  9 0.425 976.08 311.055
  10 0.475 979.92 315.021
  11 0.525 977.23 320.601
  12 0.575 978.77 316.98
  13 0.625 978.41 317.817
  14 0.675 977.59 326.564
  15 0.725 977.52 329.125
  16 0.775 978.48 333.362
  17 0.825 977.49 328.003
  18 0.875 978.51 315.672
  19 0.925 977.44 321.696
  20 0.975 966.56 329.996
24830000 20
  1 0.025 966.73 318.559
  2 0.075 977.27 317.345
  3 0.125 978.11 318.551
  4 0.175 977.89 317.89
  5 0.225 978.22 320.448
  6 0.275 977.78 320.89
  7 0.325 977.78 317.14
  8 0.375 978.22 318.054
  9 0.425 978.41 309.195
  10 0.475 977.59 316.604
  11 0.525 980.1 314.715
  12 0.575 975.9 321.48
  13 0.625 978.87 323.416
  14 0.675 977.13 326.861
  15 0.725 976.76 328.368
  16 0.775 979.24 327.057
  17 0.825 976.66 323.121
  18 0.875 979.34 320.73
  19 0.925 977.23 321.289
  20 0.975 966.77 329.237
24840000 20
  1 0.025 966.6 311.873
  2 0.075 977.4 318.282
  3 0.125 978.26 317.808
  4 0.175 977.74 317.818
  5 0.225 978.69 320.274
  6 0.275 977.31 316.474
  7 0.325 976.7 318.973
  8 0.375 979.3 317.356
  9 0.425 976.13 324.489
  10 0.475 979.87 318.079
  11 0.525 977.35 319.907
  12 0.575 978.65 319.658
  13 0.625 977.76 320.537
  14 0.675 978.24 326.488
  15 0.725 976.85 322.518
  16 0.775 979.15 323.714
  17 0.825 977.79 319.588
  18 0.875 978.21 325.363
  19 0.925 976.78 324.534
  20 0.975 967.22 327.557
24850000 20
  1 0.025 966.89 311.805
  2 0.075 977.11 317.039
  3 0.125 978.18 319.166
  4 0.175 977.82 313.141
  5 0.225 979.11 319.301
  6 0.275 976.89 321.671
  7 0.325 979.44 320.212
  8 0.375 976.56 320.633
  9 0.425 980.45 320.654
  10 0.475 975.55 319.001
  11 0.525 981.07 319.682
  12 0.575 974.93 323.662
  13 0.625 979.93 322.03
  14 0.675 976.07 320.962
  15 0.725 977.5 320.545
  16 0.775 978.5 327.729
  17 0.825 977.08 327.942
  18 0.875 978.92 323.271
  19 0.925 977.53 323.06
  20 0.975 966.47 322.986
24860000 20
  1 0.025 966.39 310.843
  2 0.075 977.61 312.033
  3 0.125 978.77 314.149
  4 0.175 977.23 321.791
  5 0.225 978.81 327.015
  6 0.275 977.19 320.006
  7 0.325 977.21 318.302
  8 0.375 978.79 318.109
  9 0.425 976.3 316.637
  10 0.475 979.7 319.451
  11 0.525 977.28 319.83
  12 0.575 978.72 327.956
  13 0.625 977.54 319.654
  14 0.675 978.46 318.871
  15 0.725 977.71 321.816
  16 0.775 978.29 328.577
  17 0.825 977.9 327.281
  18 0.875 978.1 326.247
  19 0.925 977.85 318.528
  20 0.975 966.15 322.039
24870000 20
  1 0.025 966.77 319.168
  2 0.075 977.23 317.369
  3 0.125 979.01 314.188
  4 0.175 976.99 322.992
  5 0.225 979.7 324.456
  6 0.275 976.3 315.913
  7 0.325 980.68 318.182
  8 0.375 975.32 314.675
  9 0.425 981.02 317.782
  10 0.475 974.98 325.53
  11 0.525 981.97 325.174
  12 0.575 974.03 322.396
  13 0.625 980.5 323.296
  14 0.675 975.5 321.573
  15 0.725 978.6 318.481
  16 0.775 977.4 322.54
  17 0.825 978.18 326.14
  18 0.875 977.82 321.914
  19 0.925 977.97 316.687
  20 0.975 966.03 323.776
24880000 20
  1 0.025 966.91 322.224
  2 0.075 977.09 318.641
  3 0.125 978.09 323.594
  4 0.175 977.91 321.534
  5 0.225 977.61 322.663
  6 0.275 978.39 314.706
  7 0.325 976.04 313.898
  8 0.375 979.96 314.408
  9 0.425 975.02 316.717
  10 0.475 980.98 321.373
  11 0.525 976.14 319.225
  12 0.575 979.86 328.508
  13 0.625 975.98 324.255
  14 0.675 980.02 319.865
  15 0.725 976.52 319.905
  16 0.775 979.48 326.079
  17 0.825 977.15 320.672
  18 0.875 978.85 320.299
  19 0.925 977.53 323.143
  20 0.975 966.47 319.281
24890000 20
  1 0.025 966.17 323.284
  2 0.075 977.83 323.522
  3 0.125 978.55 318.159
  4 0.175 977.45 321.057
  5 0.225 979.11 315.354
  6 0.275 976.89 319.523
  7 0.325 980.64 315.965
  8 0.375 975.36 315.215
  9 0.425 980.27 320.345
  10 0.475 975.73 319.748
  11 0.525 980.79 324.437
