# Spatial-averaged data for fix xcnt_lo and group x_lo
# Timestep Number-of-bins
# Bin Coord Ncount v_temp
20810000 20
  17 0.825 976.24 284.636
  18 0.875 979.76 278.956
  19 0.925 975.47 278.83
  20 0.975 968.53 276.865
24390000 20
  1 0.025 968.03 284.538
  2 0.075 975.97 282.1
  3 0.125 980.13 280.424
  4 0.175 975.87 285.196
  5 0.225 979.6 286.334
  6 0.275 976.4 286.963
  7 0.325 980.01 287.294
  8 0.375 975.99 283.022
  9 0.425 979.69 279.093
  10 0.475 976.31 278.032
  11 0.525 980.04 284.35
  12 0.575 975.96 281.47
  13 0.625 980.3 280.212
  14 0.675 975.7 279.439
  15 0.725 980.63 278.194
  16 0.775 975.37 281.084
  17 0.825 980.53 281.257
  18 0.875 975.47 277.368
  19 0.925 978.65 279.356
  20 0.975 965.35 277.433
24400000 20
  1 0.025 965.61 285.262
  2 0.075 978.39 280.126
  3 0.125 975.59 287.484
  4 0.175 980.41 286.496
  5 0.225 975.14 282.959
  6 0.275 980.86 284.533
  7 0.325 975.61 278.043
  8 0.375 980.39 274.102
  9 0.425 975.61 283.242
  10 0.475 980.39 286.049
  11 0.525 975.99 281.7
  12 0.575 980.01 284.859
  13 0.625 975.62 282.794
  14 0.675 980.38 278.985
  15 0.725 976.2 282.687
  16 0.775 979.8 276.15
  17 0.825 975.22 281.924
  18 0.875 980.78 278.779
  19 0.925 975.53 277.101
  20 0.975 968.47 278.702
24410000 20
  1 0.025 968 282.207
  2 0.075 976 280.163
  3 0.125 979.53 281.955
  4 0.175 976.47 286.465
  5 0.225 979.42 285.947
  6 0.275 976.58 283.496
  7 0.325 980.15 280.089
  8 0.375 975.85 277.159
  9 0.425 979.71 281.697
  10 0.475 976.29 283.092
  11 0.525 979.18 288.143
  12 0.575 976.82 281.677
  13 0.625 979.8 280.606
  14 0.675 976.2 276.76
  15 0.725 979.07 283.296
  16 0.775 976.93 280.29
  17 0.825 978.98 280.256
  18 0.875 977.02 275.211
  19 0.925 977.79 280.634
  20 0.975 966.21 279.551
24420000 20
  1 0.025 966.03 278.092
  2 0.075 977.97 281.722
  3 0.125 975.8 280.904
  4 0.175 980.2 288.515
  5 0.225 976.25 290.061
  6 0.275 979.75 281.94
  7 0.325 975.79 283.986
  8 0.375 980.21 284.709
  9 0.425 976.8 286.214
  10 0.475 979.2 280.131
  11 0.525 976.42 280.591
  12 0.575 979.58 283.056
  13 0.625 976.35 276.061
  14 0.675 979.65 282.105
  15 0.725 976.03 281.417
  16 0.775 979.97 278.77
  17 0.825 976.35 276.38
  18 0.875 979.65 279.966
  19 0.925 976.1 275.279
  20 0.975 967.9 285.761
24430000 20
  1 0.025 968.69 288.368
  2 0.075 975.31 282.675
  3 0.125 980.16 280.771
  4 0.175 975.84 279.35
  5 0.225 979.53 285.533
  6 0.275 976.47 281.396
  7 0.325 979.67 287.772
  8 0.375 976.33 283.815
  9 0.425 979.61 283.24
  10 0.475 976.39 282.557
  11 0.525 979.17 283.618
  12 0.575 976.83 278.728
  13 0.625 980.23 274.384
  14 0.675 975.77 278.563
  15 0.725 979.76 282.109
  16 0.775 976.24 283.45
  17 0.825 980.12 280.289
  18 0.875 975.88 279.318
  19 0.925 977.98 280.598
  20 0.975 966.02 273.83
24440000 20
  1 0.025 965.39 282.173
  2 0.075 978.61 285.704
  3 0.125 975.67 284.453
  4 0.175 980.33 284.589
  5 0.225 976.08 285.349
  6 0.275 979.92 283.417
  7 0.325 975.48 285.882
  8 0.375 980.52 284.14
  9 0.425 976.1 279.772
  10 0.475 979.9 276.764
  11 0.525 976.25 283.758
  12 0.575 979.75 283.772
  13 0.625 976.03 282.111
  14 0.675 979.97 277.135
  15 0.725 976.91 280.08
  16 0.775 979.09 278.994
  17 0.825 975.81 279.296
  18 0.875 980.19 279.348
  19 0.925 975.55 277.177
  20 0.975 968.45 277.17
24450000 20
  1 0.025 968.28 281.735
  2 0.075 975.72 283.165
  3 0.125 980.42 284.345
  4 0.175 975.58 281.056
  5 0.225 979.44 284.765
  6 0.275 976.56 281.059
  7 0.325 979.77 288.361
  8 0.375 976.23 282.778
  9 0.425 979.96 278.495
  10 0.475 976.04 281.457
  11 0.525 980.01 283.956
  12 0.575 975.99 283.278
  13 0.625 980.81 278.902
  14 0.675 975.19 277.581
  15 0.725 980.05 283.042
  16 0.775 975.95 280.126
  17 0.825 980.57 279.161
  18 0.875 975.43 277.514
  19 0.925 978.63 279.716
  20 0.975 965.37 283.717
24460000 20
  1 0.025 965.77 279.541
  2 0.075 978.23 280.034
  3 0.125 975.3 286.04
  4 0.175 980.7 285.851
  5 0.225 976.27 283.164
  6 0.275 979.73 277.969
  7 0.325 975.42 280.629
  8 0.375 980.58 283.264
  9 0.425 976.01 287.207
  10 0.475 979.99 282.835
  11 0.525 976 280.365
  12 0.575 980 277.667
  13 0.625 976.16 281.436
  14 0.675 979.84 279.262
  15 0.725 977.03 282.674
  16 0.775 978.97 282.749
  17 0.825 976.21 280.661
  18 0.875 979.79 279.927
  19 0.925 975.91 280.806
  20 0.975 968.09 278.939
24470000 20
  1 0.025 968.12 277.894
  2 0.075 975.88 274.891
  3 0.125 980.06 281.093
  4 0.175 975.94 287.055
  5 0.225 979.32 281.374
  6 0.275 976.68 287.26
  7 0.325 979.61 290.996
  8 0.375 976.39 282.387
  9 0.425 980.11 284.998
  10 0.475 975.89 278.331
  11 0.525 980.03 280.964
  12 0.575 975.97 279.658
  13 0.625 980.81 278.536
  14 0.675 975.19 280.693
  15 0.725 979.59 280.547
  16 0.775 976.41 280.281
  17 0.825 980.42 281.783
  18 0.875 975.58 277.944
  19 0.925 978.03 281.783
  20 0.975 965.97 281.157
24480000 20
  1 0.025 965.9 279.21
  2 0.075 978.1 278.103
  3 0.125 975.34 279.121
  4 0.175 980.66 283.637
  5 0.225 975.78 283.163
  6 0.275 980.22 286.079
  7 0.325 974.69 280.715
  8 0.375 981.31 288.894
  9 0.425 975.18 286.511
  10 0.475 980.82 280.998
  11 0.525 975.4 277.725
  12 0.575 980.6 283.105
  13 0.625 975.21 280.528
  14 0.675 980.79 282.102
  15 0.725 975.92 279.047
  16 0.775 980.08 280.065
  17 0.825 975.33 279.039
  18 0.875 980.67 279.027
  19 0.925 975.91 283.93
  20 0.975 968.09 280.759
24490000 20
  1 0.025 967.88 282.684
  2 0.075 976.12 278.873
  3 0.125 980.33 279.15
  4 0.175 975.67 279.248
  5 0.225 979.7 283.121
  6 0.275 976.3 288.898
  7 0.325 980.35 282.747
  8 0.375 975.65 285.928
  9 0.425 980.44 284.692
  10 0.475 975.56 281.559
  11 0.525 980.81 279.013
  12 0.575 975.19 281.191
  13 0.625 981.38 278.751
  14 0.675 974.62 274.228
  15 0.725 980.03 283.039
  16 0.775 975.97 284.626
  17 0.825 980.81 283.475
  18 0.875 975.19 283.671
  19 0.925 977.84 279.753
  20 0.975 966.16 278.252
24500000 20
  1 0.025 965.92 280.454
  2 0.075 978.08 283.496
  3 0.125 975.16 285.208
  4 0.175 980.84 280.322
  5 0.225 975.12 281.844
  6 0.275 980.88 279.496
  7 0.325 974.24 281.18
  8 0.375 981.76 285.861
  9 0.425 974.82 284.675
  10 0.475 981.18 281.632
  11 0.525 975.27 279.934
  12 0.575 980.73 278.967
  13 0.625 974.9 280.568
  14 0.675 981.1 277.488
  15 0.725 975.62 278.471
  16 0.775 980.38 283.545
  17 0.825 975.67 282.554
  18 0.875 980.33 282.011
  19 0.925 976.02 280.326
  20 0.975 967.98 278.526
24510000 20
  1 0.025 967.6 278.175
  2 0.075 976.4 284.702
  3 0.125 980.46 279.782
  4 0.175 975.54 289.178
  5 0.225 980.65 280.84
  6 0.275 975.35 281.422
  7 0.325 980.65 285.568
  8 0.375 975.35 279.447
  9 0.425 980.61 282.952
  10 0.475 975.39 279.547
  11 0.525 980.89 279.915
  12 0.575 975.11 283.053
  13 0.625 981.7 281.287
  14 0.675 974.3 279.498
  15 0.725 980.75 279.387
  16 0.775 975.25 278.742
  17 0.825 981.18 273.674
  18 0.875 974.82 282.25
  19 0.925 978.11 280.96
  20 0.975 965.89 286.402
24520000 20
  1 0.025 966.01 281.381
  2 0.075 977.99 281.365
  3 0.125 974.96 282.062
  4 0.175 981.04 283.991
  5 0.225 974.81 283.23
  6 0.275 981.19 277.581
  7 0.325 974.18 282.021
  8 0.375 981.82 284.86
  9 0.425 974.75 283.722
  10 0.475 981.25 282.937
  11 0.525 975.2 283.68
  12 0.575 980.8 279.927
  13 0.625 975.31 276.918
  14 0.675 980.69 282.185
  15 0.725 975.78 280.887
  16 0.775 980.22 286.221
  17 0.825 975.83 276.447
  18 0.875 980.17 277.428
  19 0.925 976.8 279.471
  20 0.975 967.2 284.856
24530000 20
  1 0.025 967.57 284.724
  2 0.075 976.43 280.74
  3 0.125 980.33 281.273
  4 0.175 975.67 279.102
  5 0.225 980.63 282.194
  6 0.275 975.37 282.186
  7 0.325 980.39 278.477
  8 0.375 975.61 282.485
  9 0.425 980.91 280.981
  10 0.475 975.09 278.724
  11 0.525 981.04 282.318
  12 0.575 974.96 286.048
  13 0.625 981.51 282.064
  14 0.675 974.49 278.569
  15 0.725 980.68 282.595
  16 0.775 975.32 280.244
  17 0.825 980.85 283.107
  18 0.875 975.15 279.287
  19 0.925 978.03 276.461
  20 0.975 965.97 278.054
24540000 20
  1 0.025 965.73 286.019
  2 0.075 978.27 281.524
  3 0.125 974.45 282.75
  4 0.175 981.55 281.64
  5 0.225 974.02 282.659
  6 0.275 981.98 281.236
  7 0.325 973.99 277.158
  8 0.375 982.01 282.126
  9 0.425 974.57 287.822
  10 0.475 981.43 280.083
  11 0.525 975.14 279.842
  12 0.575 980.86 283.378
  13 0.625 975.96 280.667
  14 0.675 980.04 279.877
  15 0.725 975.71 277.958
  16 0.775 980.29 288.612
  17 0.825 975.91 280.699
  18 0.875 980.09 278.648
  19 0.925 976.57 279.873
  20 0.975 967.43 275.084
24550000 20
  1 0.025 967.47 283.636
  2 0.075 976.53 280.229
  3 0.125 979.88 278.751
  4 0.175 976.12 282.767
  5 0.225 981.05 284.831
  6 0.275 974.95 288.858
  7 0.325 980.4 282.482
  8 0.375 975.6 274.596
  9 0.425 980.91 283.682
  10 0.475 975.09 278.727
  11 0.525 981.52 287.042
  12 0.575 974.48 283.385
  13 0.625 982.11 277.318
  14 0.675 973.89 277.853
  15 0.725 980.92 282.115
  16 0.775 975.08 286.881
  17 0.825 980.54 284.612
  18 0.875 975.46 279.445
  19 0.925 978.26 278.266
  20 0.975 965.74 275.983
24560000 20
  1 0.025 965.49 281.196
  2 0.075 978.51 280.301
  3 0.125 974.88 278.428
  4 0.175 981.12 286.569
  5 0.225 974.18 287
  6 0.275 981.82 281.73
  7 0.325 973.46 282.299
  8 0.375 982.54 285.416
  9 0.425 974.08 282.746
  10 0.475 981.92 280.313
  11 0.525 974.7 278.214
  12 0.575 981.3 281.401
  13 0.625 974.97 280.809
  14 0.675 981.03 277.103
  15 0.725 974.33 280.84
  16 0.775 981.67 280.382
  17 0.825 975.48 283.748
  18 0.875 980.52 279.166
  19 0.925 976.2 281.562
  20 0.975 967.8 279.601
24570000 20
  1 0.025 967.84 285.229
  2 0.075 976.16 277.576
  3 0.125 980.17 279.895
  4 0.175 975.83 279.646
  5 0.225 981.47 284.836
  6 0.275 974.53 287.017
  7 0.325 980.92 280.503
  8 0.375 975.08 282.524
  9 0.425 981.25 280.891
  10 0.475 974.75 282.125
  11 0.525 981.9 279.047
  12 0.575 974.1 277.756
  13 0.625 982.34 280.572
  14 0.675 973.66 284.348
  15 0.725 981.98 284.306
  16 0.775 974.02 282.232
  17 0.825 981.01 281.671
  18 0.875 974.99 279.88
  19 0.925 978.63 273.605
  20 0.975 965.37 279.159
24580000 20
  1 0.025 965.05 289.168
  2 0.075 978.95 279.236
  3 0.125 974.5 279.874
  4 0.175 981.5 282.986
  5 0.225 973.51 280.742
  6 0.275 982.49 279.217
  7 0.325 973.24 280.313
  8 0.375 982.76 280.41
  9 0.425 973.7 281.664
  10 0.475 982.3 282.54
  11 0.525 974.23 282.024
  12 0.575 981.77 282.784
  13 0.625 974.19 283.709
  14 0.675 981.81 285.863
  15 0.725 973.95 274.79
  16 0.775 982.05 275.653
  17 0.825 975.44 279.714
  18 0.875 980.56 279.137
  19 0.925 976.3 278.206
  20 0.975 967.7 283.355
24590000 20
  1 0.025 968.06 289.062
  2 0.075 975.94 279.894
  3 0.125 980.99 279.92
  4 0.175 975.01 281.952
  5 0.225 982.88 283.02
  6 0.275 973.12 276.905
  7 0.325 981.84 274.305
  8 0.375 974.16 281.395
  9 0.425 981.58 286.986
  10 0.475 974.42 289.738
  11 0.525 982.35 285.846
  12 0.575 973.65 286.851
  13 0.625 982.62 282.437
  14 0.675 973.38 275.623
  15 0.725 982.79 275.178
  16 0.775 973.21 283.216
  17 0.825 980.94 282.087
  18 0.875 975.06 276.585
  19 0.925 978.97 277.024
  20 0.975 965.03 279.437
24600000 20
  1 0.025 964.79 283.719
  2 0.075 979.21 282.104
  3 0.125 974.09 281.534
  4 0.175 981.91 273.099
  5 0.225 973.24 278.559
  6 0.275 982.76 285.651
  7 0.325 973.4 283.433
  8 0.375 982.6 284.453
  9 0.425 973.53 285.12
  10 0.475 982.47 286.229
  11 0.525 974.06 287.95
  12 0.575 981.94 280.77
  13 0.625 973.71 280.63
  14 0.675 982.29 279.319
  15 0.725 973.2 280.304
  16 0.775 982.8 281.009
  17 0.825 974.43 279.027
  18 0.875 981.57 276.189
  19 0.925 975.28 279.109
  20 0.975 968.72 278.168
24610000 20
  1 0.025 968.12 283.565
  2 0.075 975.88 277.918
  3 0.125 980.8 281.205
  4 0.175 975.2 281.58
  5 0.225 983.17 279.373
  6 0.275 972.83 284.701
  7 0.325 982.19 283.387
  8 0.375 973.81 284.646
  9 0.425 981.98 285.693
  10 0.475 974.02 284.075
  11 0.525 982.42 286.543
  12 0.575 973.58 282.222
  13 0.625 982.23 288.983
  14 0.675 973.77 277.306
  15 0.725 982.72 281.912
  16 0.775 973.28 277.678
  17 0.825 981.59 270.459
  18 0.875 974.41 277.138
  19 0.925 978.94 279.339
  20 0.975 965.06 280.482
24620000 20
  1 0.025 965.05 276.872
  2 0.075 978.95 279.731
  3 0.125 974.62 283.548
  4 0.175 981.38 283.448
  5 0.225 973.37 281.098
  6 0.275 982.63 284.609
  7 0.325 973.36 285.016
  8 0.375 982.64 283.988
  9 0.425 973.44 280.444
  10 0.475 982.56 284.18
  11 0.525 974.21 280.943
  12 0.575 981.79 286.455
  13 0.625 973.85 287.379
  14 0.675 982.15 285.185
  15 0.725 972.6 279.567
  16 0.775 983.4 273.628
  17 0.825 974.57 275.993
  18 0.875 981.43 278.512
  19 0.925 975.76 278.66
  20 0.975 968.24 275.754
24630000 20
  1 0.025 967.51 284.633
  2 0.075 976.49 280.338
  3 0.125 980.93 280.225
  4 0.175 975.07 283.744
  5 0.225 982.41 280.055
  6 0.275 973.59 282.973
  7 0.325 981.93 281.335
  8 0.375 974.07 280.003
  9 0.425 981.39 286.823
  10 0.475 974.61 281.928
  11 0.525 982.43 281.423
  12 0.575 973.57 284.74
  13 0.625 982.6 286.145
  14 0.675 973.4 285.941
  15 0.725 982.47 284.059
  16 0.775 973.53 276.921
  17 0.825 980.94 275.404
  18 0.875 975.06 274.115
  19 0.925 978.69 280.824
  20 0.975 965.31 270.647
24640000 20
  1 0.025 965.29 287.443
  2 0.075 978.71 285.371
  3 0.125 975.08 282.788
  4 0.175 980.92 286.978
  5 0.225 973.74 282.274
  6 0.275 982.26 278.632
  7 0.325 973.29 273.419
  8 0.375 982.71 280.998
  9 0.425 973.23 285.734
  10 0.475 982.77 282.518
  11 0.525 973.82 285.504
  12 0.575 982.18 285.011
  13 0.625 973.48 284.351
  14 0.675 982.52 283.62
  15 0.725 973.5 276.015
  16 0.775 982.5 278.109
  17 0.825 974.51 282.303
  18 0.875 981.49 269.822
  19 0.925 975.83 278.258
  20 0.975 968.17 276.202
24650000 20
  1 0.025 968.33 285.959
  2 0.075 975.67 282.135
  3 0.125 981.41 282.077
  4 0.175 974.59 287.232
  5 0.225 982.24 283.522
  6 0.275 973.76 279.406
  7 0.325 982.32 277.494
  8 0.375 973.68 290.714
  9 0.425 982.34 281.5
  10 0.475 973.66 280.232
  11 0.525 982.94 281.752
  12 0.575 973.06 283.454
  13 0.625 982.72 286.32
  14 0.675 973.28 280.868
  15 0.725 981.11 275.871
  16 0.775 974.89 276.225
  17 0.825 980.83 279.293
  18 0.875 975.17 275.113
  19 0.925 979 274.38
  20 0.975 965 280.888
24660000 20
  1 0.025 965.44 283.669
  2 0.075 978.56 282.531
  3 0.125 975.08 284.721
  4 0.175 980.92 278.522
  5 0.225 974.3 283.789
  6 0.275 981.7 279.976
  7 0.325 973.26 282.108
  8 0.375 982.74 288.025
  9 0.425 972.54 284.643
  10 0.475 983.46 280.827
  11 0.525 973.04 281.875
  12 0.575 982.96 279.728
  13 0.625 973.56 279.1
  14 0.675 982.44 284.38
  15 0.725 973.91 282.45
  16 0.775 982.09 279.719
  17 0.825 974.33 277.361
  18 0.875 981.67 276.191
  19 0.925 975.49 277.783
  20 0.975 968.51 275.732
24670000 20
  1 0.025 968.36 285.067
  2 0.075 975.64 282.013
  3 0.125 981.62 280.563
  4 0.175 974.38 280.416
  5 0.225 981.48 281.002
  6 0.275 974.52 281.205
  7 0.325 982.1 284.995
  8 0.375 973.9 286.969
  9 0.425 981.95 285.439
  10 0.475 974.05 281.904
  11 0.525 982.52 280.405
  12 0.575 973.48 284.301
  13 0.625 981.59 278.923
  14 0.675 974.41 282.71
  15 0.725 980.42 280.197
  16 0.775 975.58 277.964
  17 0.825 980.68 279.275
  18 0.875 975.32 277.638
  19 0.925 978.69 274.974
  20 0.975 965.31 277.433
24680000 20
  1 0.025 965.2 279.363
  2 0.075 978.8 279.519
  3 0.125 974.39 277.809
  4 0.175 981.61 279.731
  5 0.225 974.14 282.4
  6 0.275 981.86 286.956
  7 0.325 972.69 285.218
  8 0.375 983.31 288.02
  9 0.425 972.35 285.233
  10 0.475 983.65 285.022
  11 0.525 972.55 277.26
  12 0.575 983.45 277.868
  13 0.625 972.65 283.008
  14 0.675 983.35 284.656
  15 0.725 974.1 276.396
  16 0.775 981.9 278.259
  17 0.825 974.3 274.917
  18 0.875 981.7 280.071
  19 0.925 976.25 280.922
  20 0.975 967.75 279.18
24690000 20
  1 0.025 967.91 286.135
  2 0.075 976.09 279.206
  3 0.125 981.23 281.518
  4 0.175 974.77 281.396
  5 0.225 981.38 280.241
  6 0.275 974.62 287.079
  7 0.325 981.98 287.043
  8 0.375 974.02 279.3
  9 0.425 982.6 281.053
  10 0.475 973.4 280.158
  11 0.525 982.85 279.225
  12 0.575 973.15 278.107
  13 0.625 982.09 281.69
  14 0.675 973.91 282.777
  15 0.725 980.83 281.624
  16 0.775 975.17 280.003
  17 0.825 980.83 278.127
  18 0.875 975.17 279.761
  19 0.925 978.43 282.375
  20 0.975 965.57 277.448
24700000 20
  1 0.025 965.69 284.428
  2 0.075 978.31 284.593
  3 0.125 975.19 285.205
  4 0.175 980.81 275.417
  5 0.225 975.06 280.513
  6 0.275 980.94 285.18
  7 0.325 973.47 284.95
  8 0.375 982.53 278.222
  9 0.425 973.06 280.785
  10 0.475 982.94 286.413
  11 0.525 973.47 280.913
  12 0.575 982.53 277.769
  13 0.625 973.96 276.714
  14 0.675 982.04 275.112
  15 0.725 974.85 278.476
  16 0.775 981.15 280.413
  17 0.825 975.22 280.963
  18 0.875 980.78 285.035
  19 0.925 975.98 285.519
  20 0.975 968.02 273.749
24710000 20
  1 0.025 967.51 284.227
  2 0.075 976.49 283.968
  3 0.125 980.85 284.387
  4 0.175 975.15 286.474
  5 0.225 981.35 281.798
  6 0.275 974.65 282.621
  7 0.325 981.88 280.67
  8 0.375 974.12 283.219
  9 0.425 982.55 280.997
  10 0.475 973.45 282.831
  11 0.525 982.39 277.676
  12 0.575 973.61 279.684
  13 0.625 982.78 275.033
  14 0.675 973.22 278.52
  15 0.725 982.29 278.065
  16 0.775 973.71 278.91
  17 0.825 981.34 280.636
  18 0.875 974.66 281.844
  19 0.925 978.12 278.882
  20 0.975 965.88 283.347
24720000 20
  1 0.025 965.8 281.127
  2 0.075 978.2 281.317
  3 0.125 974.52 282.512
  4 0.175 981.48 284.892
  5 0.225 974.39 282.856
  6 0.275 981.61 284.045
  7 0.325 973.65 283.33
  8 0.375 982.35 281.148
  9 0.425 972.94 279.409
  10 0.475 983.06 278.967
  11 0.525 973.38 280.24
  12 0.575 982.62 284.702
  13 0.625 973.78 283.414
  14 0.675 982.22 282.903
  15 0.725 974.88 279.044
  16 0.775 981.12 278.875
  17 0.825 975.34 277.926
  18 0.875 980.66 277.748
  19 0.925 976.33 277.4
  20 0.975 967.67 283.459
24730000 20
  1 0.025 967.8 280.545
  2 0.075 976.2 281.099
  3 0.125 980.73 281.811
  4 0.175 975.27 276.414
  5 0.225 981.28 286.608
  6 0.275 974.72 288.55
  7 0.325 982.25 282.19
  8 0.375 973.75 281.081
  9 0.425 982.33 280.126
  10 0.475 973.67 285.715
  11 0.525 982.55 284.71
  12 0.575 973.45 286.199
  13 0.625 982.32 281.903
  14 0.675 973.68 279.412
  15 0.725 981.64 280.86
  16 0.775 974.36 275.29
  17 0.825 981.52 277.352
  18 0.875 974.48 277.157
  19 0.925 978.67 279.806
  20 0.975 965.33 282.372
24740000 20
  1 0.025 966.44 284.124
  2 0.075 977.56 283.24
  3 0.125 975.79 281.84
  4 0.175 980.21 284.43
  5 0.225 974.63 283.411
  6 0.275 981.37 282.385
  7 0.325 974.12 282.929
  8 0.375 981.88 285.503
  9 0.425 973.23 280.077
  10 0.475 982.77 284.013
  11 0.525 973.57 279.212
  12 0.575 982.43 276.245
  13 0.625 973.29 280.725
  14 0.675 982.71 282.004
  15 0.725 974.47 281.025
  16 0.775 981.53 277.693
  17 0.825 975.18 276.008
  18 0.875 980.82 275.377
  19 0.925 976.53 282.807
  20 0.975 967.47 283.123
24750000 20
  1 0.025 967.12 286.266
  2 0.075 976.88 282.318
  3 0.125 980.63 281.334
  4 0.175 975.37 283.09
  5 0.225 981.01 281.886
  6 0.275 974.99 290.16
  7 0.325 981.75 280.496
  8 0.375 974.25 285.282
  9 0.425 981.64 285.396
  10 0.475 974.36 282.288
  11 0.525 982.21 279.74
  12 0.575 973.79 276.953
  13 0.625 981.44 275.759
  14 0.675 974.56 282.867
  15 0.725 980.97 277.598
  16 0.775 975.03 276.396
  17 0.825 979.52 276.509
  18 0.875 976.48 279.42
  19 0.925 977.85 281.725
  20 0.975 966.15 277.668
24760000 20
  1 0.025 965.66 287.12
  2 0.075 978.34 282.239
  3 0.125 975.23 280.735
  4 0.175 980.77 283.156
  5 0.225 974.99 286.351
  6 0.275 981.01 281.981
  7 0.325 974.51 281.87
  8 0.375 981.49 287.588
  9 0.425 973.19 284.075
  10 0.475 982.81 285.435
  11 0.525 973.75 282.639
  12 0.575 982.25 277.774
  13 0.625 973.37 276.501
  14 0.675 982.63 274.766
  15 0.725 974.33 275.142
  16 0.775 981.67 276.916
  17 0.825 975.52 279.08
  18 0.875 980.48 278.658
  19 0.925 976.68 279.827
  20 0.975 967.32 280.809
24770000 20
  1 0.025 966.83 287.781
  2 0.075 977.17 288.374
  3 0.125 980.3 282.695
  4 0.175 975.7 284.57
  5 0.225 980.96 282.499
  6 0.275 975.04 281.063
  7 0.325 982.04 285.114
  8 0.375 973.96 285.567
  9 0.425 982.19 284.864
  10 0.475 973.81 280.665
  11 0.525 982.63 279.04
  12 0.575 973.37 277.963
  13 0.625 981.7 280.199
  14 0.675 974.3 279.551
  15 0.725 980.77 275.383
  16 0.775 975.23 273.443
  17 0.825 980.47 275.013
  18 0.875 975.53 276.22
  19 0.925 978.21 279.202
  20 0.975 965.79 284.654
24780000 20
  1 0.025 965.65 291.341
  2 0.075 978.35 281.518
  3 0.125 975.25 283.572
  4 0.175 980.75 286.035
  5 0.225 974.63 286.117
  6 0.275 981.37 281.925
  7 0.325 973.95 277.827
  8 0.375 982.05 283.195
  9 0.425 973.47 280.959
  10 0.475 982.53 279.918
  11 0.525 973.5 282.758
  12 0.575 982.5 283.006
  13 0.625 973.38 279.363
  14 0.675 982.62 272.398
  15 0.725 974.42 276.796
  16 0.775 981.58 279.78
  17 0.825 975.38 278.147
  18 0.875 980.62 280.377
  19 0.925 976.45 280.871
  20 0.975 967.55 279.555
24790000 20
  1 0.025 967.58 284.944
  2 0.075 976.42 288.512
  3 0.125 980.69 289.915
  4 0.175 975.31 285.468
  5 0.225 981.26 280.533
  6 0.275 974.74 281.568
  7 0.325 982.39 281.657
  8 0.375 973.61 278.283
  9 0.425 982.05 281.077
  10 0.475 973.95 284.291
  11 0.525 982.35 281.998
  12 0.575 973.65 282.645
  13 0.625 981.67 276.222
  14 0.675 974.33 276.906
  15 0.725 981.36 276.366
  16 0.775 974.64 278.483
  17 0.825 980.7 277.98
  18 0.875 975.3 277.701
  19 0.925 978.23 277.26
  20 0.975 965.77 280.616
24800000 20
  1 0.025 965.99 291.247
  2 0.075 978.01 291.343
  3 0.125 975.12 281.681
  4 0.175 980.88 280.47
  5 0.225 974.71 282.081
  6 0.275 981.29 278.426
  7 0.325 974.75 280.14
  8 0.375 981.25 286.692
  9 0.425 973.69 284.956
  10 0.475 982.31 278.974
  11 0.525 973.91 279.519
  12 0.575 982.09 278.801
  13 0.625 973.61 280.24
  14 0.675 982.39 282.806
  15 0.725 974.75 277.915
  16 0.775 981.25 280.124
  17 0.825 975.19 276.266
  18 0.875 980.81 271.797
  19 0.925 976.81 277.346
  20 0.975 967.19 283.457
24810000 20
  1 0.025 967.71 289.022
  2 0.075 976.29 285.645
  3 0.125 980.54 287.268
  4 0.175 975.46 285.852
  5 0.225 981.09 283.064
  6 0.275 974.91 280.557
  7 0.325 982.04 283.868
  8 0.375 973.96 280.779
  9 0.425 982.1 282.299
  10 0.475 973.9 277.906
  11 0.525 982.14 279.479
  12 0.575 973.86 278.192
  13 0.625 981.33 280.424
  14 0.675 974.67 282.022
  15 0.725 980.89 281.169
  16 0.775 975.11 274.697
  17 0.825 980.6 273.351
  18 0.875 975.4 277.556
  19 0.925 977.98 282.132
  20 0.975 966.02 282.715
24820000 20
  1 0.025 965.89 283.866
  2 0.075 978.11 277.374
  3 0.125 975.64 288.3
  4 0.175 980.36 287.547
  5 0.225 975.19 286.979
  6 0.275 980.81 283.119
  7 0.325 975.46 283.146
  8 0.375 980.54 282.607
  9 0.425 973.79 280.124
  10 0.475 982.21 281.641
  11 0.525 974.07 278.116
  12 0.575 981.93 287.516
  13 0.625 973.47 282.25
  14 0.675 982.53 279.585
  15 0.725 974.58 276.454
  16 0.775 981.42 271.889
  17 0.825 975 270.264
  18 0.875 981 276.805
  19 0.925 976.2 283.128
  20 0.975 967.8 284.132
24830000 20
  1 0.025 967.58 278.599
  2 0.075 976.42 286.826
  3 0.125 980.28 284.55
  4 0.175 975.72 286.634
  5 0.225 980.82 286.956
  6 0.275 975.18 282.319
  7 0.325 981.99 281.595
  8 0.375 974.01 279.088
  9 0.425 981.46 281.566
  10 0.475 974.54 287.26
  11 0.525 981.78 279.766
  12 0.575 974.22 283.008
  13 0.625 980.74 283.792
  14 0.675 975.26 275.69
  15 0.725 980.77 272.94
  16 0.775 975.23 268.973
  17 0.825 979.85 279.379
  18 0.875 976.15 277.189
  19 0.925 977.85 284.277
  20 0.975 966.15 280.175
24840000 20
  1 0.025 966.24 278.979
  2 0.075 977.76 279.953
  3 0.125 976.26 286.722
  4 0.175 979.74 283.854
  5 0.225 974.67 283.082
  6 0.275 981.33 288.038
  7 0.325 974.96 284.201
  8 0.375 981.04 281.355
